"type","office","office_code","origin","technology_original","technology_number","technology","year","count"
"Region","North America","R5","Non-Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1980",2971
"Region","North America","R5","Non-Resident","15 - Biotechnology",15,"Biotechnology","1980",331
"Region","North America","R5","Non-Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1980",949
"Region","North America","R5","Non-Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1980",1706
"Region","North America","R5","Non-Resident","18 - Food chemistry",18,"Food chemistry","1980",521
"Region","North America","R5","Non-Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1980",1911
"Region","North America","R5","Non-Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1980",1911
"Region","North America","R5","Non-Resident","21 - Surface technology, coating",21,"Surface technology, coating","1980",921
"Region","North America","R5","Non-Resident","22 - Micro-structural and nano-technology",22,"Micro-structural and nano-technology","1980",1
"Region","North America","R5","Non-Resident","23 - Chemical engineering",23,"Chemical engineering","1980",2170
"Region","North America","R5","Non-Resident","24 - Environmental technology",24,"Environmental technology","1980",735
"Region","North America","R5","Non-Resident","25 - Handling",25,"Handling","1980",1846
"Region","North America","R5","Non-Resident","26 - Machine tools",26,"Machine tools","1980",1818
"Region","North America","R5","Non-Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1980",1821
"Region","North America","R5","Non-Resident","28 - Textile and paper machines",28,"Textile and paper machines","1980",1749
"Region","North America","R5","Non-Resident","29 - Other special machines",29,"Other special machines","1980",2153
"Region","North America","R5","Non-Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1980",971
"Region","North America","R5","Non-Resident","31 - Mechanical elements",31,"Mechanical elements","1980",2038
"Region","North America","R5","Non-Resident","32 - Transport",32,"Transport","1980",1987
"Region","North America","R5","Non-Resident","33 - Furniture, games",33,"Furniture, games","1980",970
"Region","North America","R5","Non-Resident","34 - Other consumer goods",34,"Other consumer goods","1980",1114
"Region","North America","R5","Non-Resident","35 - Civil engineering",35,"Civil engineering","1980",1798
"Region","Oceania","R6","Resident","0 - Unknown",0,"Unknown","1980",21
"Region","Oceania","R6","Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1980",7
"Region","Oceania","R6","Resident","2 - Audio-visual technology",2,"Audio-visual technology","1980",2
"Region","Oceania","R6","Resident","3 - Telecommunications",3,"Telecommunications","1980",4
"Region","Oceania","R6","Resident","4 - Digital communication",4,"Digital communication","1980",1
"Region","Oceania","R6","Resident","5 - Basic communication processes",5,"Basic communication processes","1980",1
"Region","Oceania","R6","Resident","6 - Computer technology",6,"Computer technology","1980",2
"Region","Oceania","R6","Resident","9 - Optics",9,"Optics","1980",6
"Region","Oceania","R6","Resident","10 - Measurement",10,"Measurement","1980",17
"Region","Oceania","R6","Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","1980",1
"Region","Oceania","R6","Resident","12 - Control",12,"Control","1980",3
"Region","Oceania","R6","Resident","13 - Medical technology",13,"Medical technology","1980",11
"Region","Oceania","R6","Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1980",3
"Region","Oceania","R6","Resident","15 - Biotechnology",15,"Biotechnology","1980",2
"Region","Oceania","R6","Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1980",2
"Region","Oceania","R6","Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1980",9
"Region","Oceania","R6","Resident","18 - Food chemistry",18,"Food chemistry","1980",5
"Region","Oceania","R6","Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1980",15
"Region","Oceania","R6","Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1980",17
"Region","Oceania","R6","Resident","21 - Surface technology, coating",21,"Surface technology, coating","1980",6
"Region","Oceania","R6","Resident","23 - Chemical engineering",23,"Chemical engineering","1980",15
"Region","Oceania","R6","Resident","24 - Environmental technology",24,"Environmental technology","1980",11
"Region","Oceania","R6","Resident","25 - Handling",25,"Handling","1980",10
"Region","Oceania","R6","Resident","26 - Machine tools",26,"Machine tools","1980",15
"Region","Oceania","R6","Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1980",7
"Region","Oceania","R6","Resident","28 - Textile and paper machines",28,"Textile and paper machines","1980",8
"Region","Oceania","R6","Resident","29 - Other special machines",29,"Other special machines","1980",16
"Region","Oceania","R6","Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1980",15
"Region","Oceania","R6","Resident","31 - Mechanical elements",31,"Mechanical elements","1980",11
"Region","Oceania","R6","Resident","32 - Transport",32,"Transport","1980",11
"Region","Oceania","R6","Resident","33 - Furniture, games",33,"Furniture, games","1980",15
"Region","Oceania","R6","Resident","34 - Other consumer goods",34,"Other consumer goods","1980",5
"Region","Oceania","R6","Resident","35 - Civil engineering",35,"Civil engineering","1980",28
"Region","Oceania","R6","Non-Resident","0 - Unknown",0,"Unknown","1980",351
"Region","Oceania","R6","Non-Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1980",392
"Region","Oceania","R6","Non-Resident","2 - Audio-visual technology",2,"Audio-visual technology","1980",211
"Region","Oceania","R6","Non-Resident","3 - Telecommunications",3,"Telecommunications","1980",112
"Region","Oceania","R6","Non-Resident","4 - Digital communication",4,"Digital communication","1980",33
"Region","Oceania","R6","Non-Resident","5 - Basic communication processes",5,"Basic communication processes","1980",105
"Region","Oceania","R6","Non-Resident","6 - Computer technology",6,"Computer technology","1980",102
"Region","Oceania","R6","Non-Resident","7 - IT methods for management",7,"IT methods for management","1980",2
"Region","Oceania","R6","Non-Resident","8 - Semiconductors",8,"Semiconductors","1980",31
"Region","Oceania","R6","Non-Resident","9 - Optics",9,"Optics","1980",149
"Region","Oceania","R6","Non-Resident","10 - Measurement",10,"Measurement","1980",214
"Region","Oceania","R6","Non-Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","1980",46
"Region","Oceania","R6","Non-Resident","12 - Control",12,"Control","1980",104
"Region","Oceania","R6","Non-Resident","13 - Medical technology",13,"Medical technology","1980",216
"Region","Oceania","R6","Non-Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1980",777
"Region","Oceania","R6","Non-Resident","15 - Biotechnology",15,"Biotechnology","1980",96
"Region","Oceania","R6","Non-Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1980",462
"Region","Oceania","R6","Non-Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","1980",341
"Region","Oceania","R6","Non-Resident","18 - Food chemistry",18,"Food chemistry","1980",149
"Region","Oceania","R6","Non-Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1980",527
"Region","Oceania","R6","Non-Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1980",355
"Region","Oceania","R6","Non-Resident","21 - Surface technology, coating",21,"Surface technology, coating","1980",180
"Region","Oceania","R6","Non-Resident","23 - Chemical engineering",23,"Chemical engineering","1980",413
"Region","Oceania","R6","Non-Resident","24 - Environmental technology",24,"Environmental technology","1980",137
"Region","Oceania","R6","Non-Resident","25 - Handling",25,"Handling","1980",355
"Region","Oceania","R6","Non-Resident","26 - Machine tools",26,"Machine tools","1980",242
"Region","Oceania","R6","Non-Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","1980",188
"Region","Oceania","R6","Non-Resident","28 - Textile and paper machines",28,"Textile and paper machines","1980",269
"Region","Oceania","R6","Non-Resident","29 - Other special machines",29,"Other special machines","1980",488
"Region","Oceania","R6","Non-Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1980",183
"Region","Oceania","R6","Non-Resident","31 - Mechanical elements",31,"Mechanical elements","1980",336
"Region","Oceania","R6","Non-Resident","32 - Transport",32,"Transport","1980",370
"Region","Oceania","R6","Non-Resident","33 - Furniture, games",33,"Furniture, games","1980",166
"Region","Oceania","R6","Non-Resident","34 - Other consumer goods",34,"Other consumer goods","1980",194
"Region","Oceania","R6","Non-Resident","35 - Civil engineering",35,"Civil engineering","1980",401
"Region","Africa","R1","Resident","0 - Unknown",0,"Unknown","1981",151
"Region","Africa","R1","Resident","10 - Measurement",10,"Measurement","1981",1
"Region","Africa","R1","Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","1981",2
"Region","Africa","R1","Resident","15 - Biotechnology",15,"Biotechnology","1981",1
"Region","Africa","R1","Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","1981",1
"Region","Africa","R1","Resident","18 - Food chemistry",18,"Food chemistry","1981",2
"Region","Africa","R1","Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","1981",3
"Region","Africa","R1","Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","1981",2
"Region","Africa","R1","Resident","21 - Surface technology, coating",21,"Surface technology, coating","1981",1
"Region","Africa","R1","Resident","23 - Chemical engineering",23,"Chemical engineering","1981",2
"Region","Africa","R1","Resident","24 - Environmental technology",24,"Environmental technology","1981",1
"Region","Africa","R1","Resident","26 - Machine tools",26,"Machine tools","1981",3
"Region","Africa","R1","Resident","28 - Textile and paper machines",28,"Textile and paper machines","1981",1
"Region","Africa","R1","Resident","29 - Other special machines",29,"Other special machines","1981",5
"Region","Africa","R1","Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","1981",1
"Region","Africa","R1","Resident","31 - Mechanical elements",31,"Mechanical elements","1981",3
"Region","Africa","R1","Resident","33 - Furniture, games",33,"Furniture, games","1981",1
"Region","Africa","R1","Resident","34 - Other consumer goods",34,"Other consumer goods","1981",1
"Region","Africa","R1","Resident","35 - Civil engineering",35,"Civil engineering","1981",3
"Region","Africa","R1","Non-Resident","0 - Unknown",0,"Unknown","1981",1056
"Region","Africa","R1","Non-Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","1981",218
"Region","Africa","R1","Non-Resident","2 - Audio-visual technology",2,"Audio-visual technology","1981",53
"Region","Africa","R1","Non-Resident","3 - Telecommunications",3,"Telecommunications","1981",75
"Region","Africa","R1","Non-Resident","4 - Digital communication",4,"Digital communication","1981",32
"Region","Africa","R1","Non-Resident","5 - Basic communication processes",5,"Basic communication processes","1981",25
"Region","Africa","R1","Non-Resident","6 - Computer technology",6,"Computer technology","1981",34
"Region","Africa","R1","Non-Resident","7 - IT methods for management",7,"IT methods for management","1981",4
"Region","Africa","R1","Non-Resident","8 - Semiconductors",8,"Semiconductors","1981",16
"Region","Africa","R1","Non-Resident","9 - Optics",9,"Optics","1981",39
"Region","Africa","R1","Non-Resident","10 - Measurement",10,"Measurement","1981",157
"Region","Africa","R1","Non-Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","1981",29
"Region","Africa","R1","Non-Resident","12 - Control",12,"Control","1981",51
"Region","Africa","R1","Non-Resident","13 - Medical technology",13,"Medical technology","1981",131
